case,ms
add:dict,1.95419997908175
add:tree,162.2213000082411
add:dense,408.1550000119023
scale:dict,1.4557000249624252
scale:tree,67.09389999741688
scale:dense,254.33490000432357
matmul:dict,20.73329995619133
matmul:tree,1072.4094999604858
matmul:dense,3861.081600014586
