case,ms
add:dict,0.024499953724443913
add:tree,0.8559999987483025
add:dense,3.5297999856993556
scale:dict,0.0171000137925148
scale:tree,0.3347999881953001
scale:dense,2.326599962543696
matmul:dict,0.03400002606213093
matmul:tree,0.6299000233411789
matmul:dense,4.812999977730215
