case,ms
add:dict,14.741700026206672
add:tree,1005.5019000428729
add:dense,384.13899997249246
scale:dict,6.923099979758263
scale:tree,393.86070001637563
scale:dense,255.7832000311464
matmul:dict,356.5798999625258
matmul:tree,29712.434500048403
matmul:dense,17549.0324999555
