case,ms
add:dict,2.4917999980971217
add:tree,211.56590001191944
add:dense,93.95310003310442
scale:dict,1.6154000186361372
scale:tree,84.67589999781922
scale:dense,61.62100000074133
matmul:dict,46.73419997561723
matmul:tree,3433.2619999768212
matmul:dense,2273.597499995958
