case,ms
add:dict,5.094200023449957
add:tree,434.6829999703914
add:dense,95.00690002460033
scale:dict,3.1109999981708825
scale:tree,184.75929996930063
scale:dense,75.94110001809895
matmul:dict,123.9452000008896
matmul:tree,12341.655900003389
matmul:dense,4347.631699987687
