n,dense,dict,tree
100,91.00979997310787,3.3661999623291194,307.66450002556667
200,548.2361000031233,21.4463000302203,2729.371399967931
500,8852.440599992406,388.62099999096245,47412.21789998235
1000,72490.67080003442,5940.635700011626,415806.6145000048
