density,dense,dict,tree
0.01,408.1550000119023,1.95419997908175,162.2213000082411
0.05,384.13899997249246,14.741700026206672,1005.5019000428729
0.1,391.1561000277288,29.45590001763776,2135.699799982831
0.2,411.2835999694653,78.49440001882613,4620.28840003768
