n,dense,dict,tree
100,3.5907000419683754,0.0887999776750803,5.608599982224405
200,13.76570004504174,0.2976000541821122,26.41570003470406
500,93.95310003310442,2.4917999980971217,211.56590001191944
1000,384.13899997249246,14.741700026206672,1005.5019000428729
