n,dense,dict,tree
100,2.450799976941198,0.05530001362785697,2.24309996701777
200,10.098300001118332,0.2057999954558909,10.719100013375282
500,61.62100000074133,1.6154000186361372,84.67589999781922
1000,255.7832000311464,6.923099979758263,393.86070001637563
