n,dense,dict,tree
100,36.14390001166612,1.2574000284075737,78.54529999895021
200,287.5349000096321,8.31780000589788,722.1153999562375
500,4347.631699987687,123.9452000008896,12341.655900003389
1000,34950.78020001529,1013.2408999488689,108868.9439999871
