density,dense,dict,tree
0.01,560.4681000113487,2.918899990618229,119.35529997572303
0.05,2273.597499995958,46.73419997561723,3433.2619999768212
0.1,4347.631699987687,123.9452000008896,12341.655900003389
0.2,8852.440599992406,388.62099999096245,47412.21789998235
