density,dense,dict,tree
0.01,3861.081600014586,20.73329995619133,1072.4094999604858
0.05,17549.0324999555,356.5798999625258,29712.434500048403
0.1,34950.78020001529,1013.2408999488689,108868.9439999871
0.2,72490.67080003442,5940.635700011626,415806.6145000048
