density,dense,dict,tree
0.01,254.33490000432357,1.4557000249624252,67.09389999741688
0.05,255.7832000311464,6.923099979758263,393.86070001637563
0.1,257.93009996414185,16.945899988058954,841.1946999840438
0.2,273.9720999961719,41.65240004658699,1997.0334999961779
