n,dense,dict,tree
100,4.812999977730215,0.03400002606213093,0.6299000233411789
200,32.29190001729876,0.19519997294992208,5.674000014550984
500,560.4681000113487,2.918899990618229,119.35529997572303
1000,3861.081600014586,20.73329995619133,1072.4094999604858
