density,dense,dict,tree
0.01,2.326599962543696,0.0171000137925148,0.3347999881953001
0.05,2.450799976941198,0.05530001362785697,2.24309996701777
0.1,2.3802999639883637,0.10569998994469643,4.8037999658845365
0.2,2.5183999678120017,0.19689998589456081,11.455999978352338
