case,ms
add:dict,12.787199986632913
add:tree,951.1279000435024
add:dense,96.65770002175122
scale:dict,6.328499992378056
scale:tree,418.32529997918755
scale:dense,64.00899996515363
matmul:dict,388.62099999096245
matmul:tree,47412.21789998235
matmul:dense,8852.440599992406
