case,ms
add:dict,0.2615000121295452
add:tree,26.59780002431944
add:dense,4.230600025039166
scale:dict,0.19689998589456081
scale:tree,11.455999978352338
scale:dense,2.5183999678120017
matmul:dict,3.3661999623291194
matmul:tree,307.66450002556667
matmul:dense,91.00979997310787
