case,ms
add:dict,78.49440001882613
add:tree,4620.28840003768
add:dense,411.2835999694653
scale:dict,41.65240004658699
scale:tree,1997.0334999961779
scale:dense,273.9720999961719
matmul:dict,5940.635700011626
matmul:tree,415806.6145000048
matmul:dense,72490.67080003442
