case,ms
add:dict,0.5419999943114817
add:tree,56.90429999958724
add:dense,14.153099968098104
scale:dict,0.40550000267103314
scale:tree,23.43309996649623
scale:dense,9.589599969331175
matmul:dict,8.31780000589788
matmul:tree,722.1153999562375
matmul:dense,287.5349000096321
