case,ms
add:dict,0.11199997970834374
add:tree,4.225099983159453
add:dense,14.117200043983757
scale:dict,0.057500030379742384
scale:tree,1.6852999688126147
scale:dense,9.278300043661147
matmul:dict,0.19519997294992208
matmul:tree,5.674000014550984
matmul:dense,32.29190001729876
