case,ms
add:dict,0.8417000062763691
add:tree,34.75510003045201
add:dense,92.59160002693534
scale:dict,0.45089999912306666
scale:tree,14.836199989076704
scale:dense,62.56699998630211
matmul:dict,2.918899990618229
matmul:tree,119.35529997572303
matmul:dense,560.4681000113487
