case,ms
add:dict,29.45590001763776
add:tree,2135.699799982831
add:dense,391.1561000277288
scale:dict,16.945899988058954
scale:tree,841.1946999840438
scale:dense,257.93009996414185
matmul:dict,1013.2408999488689
matmul:tree,108868.9439999871
matmul:dense,34950.78020001529
