case,ms
add:dict,0.0887999776750803
add:tree,5.608599982224405
add:dense,3.5907000419683754
scale:dict,0.05530001362785697
scale:tree,2.24309996701777
scale:dense,2.450799976941198
matmul:dict,0.43809995986521244
matmul:tree,18.325299955904484
matmul:dense,18.772900046315044
