case,ms
add:dict,0.08820003131404519
add:tree,4.283600021153688
add:dense,14.02040000539273
scale:dict,0.06089999806135893
scale:tree,1.7510000034235418
scale:dense,9.672700020018965
matmul:dict,0.2109999768435955
matmul:tree,5.5970000103116035
matmul:dense,33.85930001968518
