case,ms
add:dict,0.159399991389364
add:tree,11.71520003117621
add:dense,3.4943000064231455
scale:dict,0.10569998994469643
scale:tree,4.8037999658845365
scale:dense,2.3802999639883637
matmul:dict,1.2574000284075737
matmul:tree,78.54529999895021
matmul:dense,36.14390001166612
